dataset,batch_size,layer,top-n,precision,recall,f1
ml-1m,4,4,35,0.5583984884688526,0.6564569536423841,0.5924394684061182
ml-1m,8,4,5,0.30842991169977924,0.32036423841059597,0.31257489750867234
ml-1m,8,4,10,0.4774755597603281,0.5115894039735099,0.4895482047386021
ml-1m,8,4,15,0.5644791099261297,0.6233443708609272,0.5854285371673322
ml-1m,8,4,20,0.6199071600768621,0.6986754966887417,0.6479550960004301
ml-1m,8,4,25,0.6618518619635079,0.7549668874172185,0.6952875131416169
ml-1m,8,4,30,0.6859598175734921,0.7889072847682119,0.723174168452975
ml-1m,8,4,35,0.7036266475645722,0.8187086092715232,0.7452201650273512
ml-1m,8,4,5,0.3028421633554084,0.3195364238410596,0.3085107221696626
ml-1m,8,4,10,0.4669347209082307,0.5140728476821192,0.4829768741192582
ml-1m,8,4,15,0.5445587019676424,0.6134105960264901,0.5687269263708199
ml-1m,8,4,20,0.6091916453671421,0.6920529801324503,0.6391314159390385
ml-1m,8,4,25,0.6449381456935265,0.7392384105960265,0.6793501482195533
ml-1m,8,4,30,0.6705423981063167,0.7740066225165563,0.7087747740716585
ml-1m,8,4,35,0.6890376794626777,0.8021523178807947,0.7311215569042213
ml-1m,8,4,5,0.30292494481236204,0.3162251655629139,0.30743653421633554
ml-1m,8,4,10,0.4685962630085146,0.5057947019867549,0.4815054518696903
ml-1m,8,4,15,0.5446129339755167,0.6076158940397351,0.5665042340942045
ml-1m,8,4,20,0.5979410949609626,0.6846026490066225,0.6287397710173441
ml-1m,8,4,25,0.6435087164587862,0.7408940397350994,0.6785444400467251
ml-1m,8,4,30,0.6788957720200417,0.7847682119205298,0.7173377259291104
ml-1m,8,4,35,0.6967191049286612,0.8145695364238411,0.7391620399510692
ml-1m,8,4,5,0.32104028697571746,0.3385761589403973,0.32691185745821505
ml-1m,8,4,10,0.49334988962472404,0.5372516556291391,0.5083163595483424
ml-1m,8,4,15,0.5691152919008878,0.6440397350993378,0.5950681223675447
ml-1m,8,4,20,0.6204815833540999,0.7160596026490066,0.6542471344798776
ml-1m,8,4,25,0.6561545896823933,0.7615894039735099,0.6943136431374151
ml-1m,8,4,30,0.6936589236288392,0.8104304635761589,0.7361482524798952
ml-1m,8,4,35,0.7010135479940904,0.8294701986754967,0.7476444380996193
ml-1m,8,4,5,0.3225717439293598,0.3394039735099338,0.3284058656575213
ml-1m,8,4,10,0.4892423525701671,0.5347682119205298,0.5052254772453448
ml-1m,8,4,15,0.5853219995604101,0.6572847682119205,0.6103641101194178
ml-1m,8,4,20,0.6347553201030023,0.7243377483443708,0.6666697457366892
ml-1m,8,4,25,0.6723969851702857,0.7756622516556292,0.7098475197008762
ml-1m,8,4,30,0.6916548355506028,0.8112582781456954,0.7346062712350789
ml-1m,8,4,35,0.7161112756618211,0.8468543046357616,0.7634019833713462
ml-1m,8,4,5,0.3454470198675496,0.3642384105960265,0.3517725743719121
ml-1m,8,4,10,0.4924629454430778,0.5405629139072847,0.5089047220255829
ml-1m,8,4,15,0.5595898375906654,0.6291390728476821,0.5838169816017447
ml-1m,8,4,20,0.6220094773695768,0.7061258278145696,0.6519238469067397
ml-1m,8,4,25,0.6508816843649577,0.7458609271523179,0.6852917087092457
ml-1m,8,4,30,0.6816090615223845,0.7872516556291391,0.7196778148083789
ml-1m,8,4,35,0.7117094568279304,0.8286423841059603,0.7539438848522023
ml-1m,8,4,5,0.28380242825607066,0.2980132450331126,0.2885761589403973
ml-1m,8,4,10,0.4565397350993378,0.4966887417218543,0.4703060047017002
ml-1m,8,4,15,0.544890544518028,0.6043046357615894,0.5656885280865249
ml-1m,8,4,20,0.6004765401081626,0.6771523178807947,0.6276870296951207
ml-1m,8,4,25,0.6393791466535671,0.7317880794701986,0.6723836133274445
ml-1m,8,4,30,0.6729641028713709,0.777317880794702,0.7106925426236471
ml-1m,8,4,35,0.6943722331165729,0.8129139072847682,0.7370498952373181
ml-1m,8,4,5,0.3040976821192053,0.3187086092715232,0.30902909176915794
ml-1m,8,4,10,0.4753330968148849,0.5165562913907285,0.4898055173303518
ml-1m,8,4,15,0.5546689398717545,0.6150662251655629,0.5759282693727084
ml-1m,8,4,20,0.598468683174809,0.6779801324503312,0.6265094098258027
ml-1m,8,4,25,0.6401456244189736,0.7359271523178808,0.6746681360663187
ml-1m,8,4,30,0.6581359177424111,0.7682119205298014,0.6981879007996689
ml-1m,8,4,35,0.6762174218326956,0.7980132450331126,0.7205134350150671
ml-1m,8,4,5,0.2558636865342163,0.2706953642384106,0.26078129927467675
ml-1m,8,4,10,0.4156456953642384,0.4528145695364239,0.4283137668071443
ml-1m,8,4,15,0.5097875932933881,0.5662251655629139,0.5295954085141367
ml-1m,8,4,20,0.5727676480987739,0.6490066225165563,0.5993377631587425
ml-1m,8,4,25,0.6159386752412415,0.7077814569536424,0.6482965065362093
ml-1m,8,4,30,0.6511101035268799,0.7582781456953642,0.6890568346389253
ml-1m,8,4,35,0.675002538143054,0.793046357615894,0.7168241167918474
ml-1m,8,4,5,0.2652179911699779,0.27897350993377484,0.2700436245138232
ml-1m,8,4,10,0.4479324345632292,0.4933774834437086,0.4637783941591889
ml-1m,8,4,15,0.5473624908020603,0.6175496688741722,0.5717753640766886
ml-1m,8,4,20,0.6054966326903413,0.6945364238410596,0.6366347694425155
ml-1m,8,4,25,0.6439394317754271,0.7508278145695364,0.681872896516291
ml-1m,8,4,30,0.6770564962350121,0.7963576158940397,0.7200808008857085
ml-1m,8,4,35,0.6966760063201453,0.8211920529801324,0.7417977246064449
ml-1m,16,4,5,0.4996688741721855,0.5422185430463576,0.5140629927467676
ml-1m,16,4,10,0.6201990039945339,0.6970198675496688,0.6470798739620629
ml-1m,16,4,15,0.6852050497331954,0.7798013245033113,0.71931530411618
ml-1m,16,4,20,0.7189114825679882,0.8311258278145696,0.7593968790401485
ml-1m,16,4,25,0.7356884867172322,0.8609271523178808,0.7814266306934285
ml-1m,16,4,30,0.7549269508888775,0.8857615894039735,0.8034149414503996
ml-1m,16,4,35,0.7680092783328389,0.9056291390728476,0.8197803340360027
ml-1m,16,4,5,0.4455711920529801,0.4834437086092716,0.4588280510879849
ml-1m,16,4,10,0.5829598312835068,0.6589403973509934,0.6096030303397854
ml-1m,16,4,15,0.6449761032749443,0.7384105960264901,0.678874978666167
ml-1m,16,4,20,0.6888408776653809,0.8021523178807947,0.7301933649434856
ml-1m,16,4,25,0.7188852516498576,0.8435430463576159,0.7646436937989528
ml-1m,16,4,30,0.7373445307476111,0.8683774834437086,0.7860382437779342
ml-1m,16,4,35,0.7444696411071254,0.8849337748344371,0.7970216918064875
ml-1m,16,4,5,0.4631622516556291,0.5033112582781457,0.4765807316304004
ml-1m,16,4,10,0.5766549721433827,0.6605960264900662,0.6062278421379511
ml-1m,16,4,15,0.6461751135178287,0.7524834437086093,0.6842279635471643
ml-1m,16,4,20,0.6819394576766099,0.8013245033112583,0.7254776167501321
ml-1m,16,4,25,0.7154076541612615,0.8485099337748344,0.7645262586017849
ml-1m,16,4,30,0.7297940289985133,0.8741721854304636,0.783584419464256
ml-1m,16,4,35,0.7444766674363129,0.8965231788079471,0.8017422682685825
ml-1m,16,4,5,0.43087748344370863,0.4594370860927152,0.44075804162724697
ml-1m,16,4,10,0.567937296331336,0.6390728476821192,0.5921217533386407
ml-1m,16,4,15,0.6332023476891027,0.7301324503311258,0.6675128567614966
ml-1m,16,4,20,0.6640491022357654,0.7756622516556292,0.7039300611508704
ml-1m,16,4,25,0.6945508497195622,0.8220198675496688,0.7405556580184322
ml-1m,16,4,30,0.7074135914331009,0.8443708609271523,0.7572278848054108
ml-1m,16,4,35,0.7195424335375347,0.8667218543046358,0.7732502282347454
ml-1m,16,4,5,0.4545667770419426,0.4950331125827814,0.4684996846420687
ml-1m,16,4,10,0.5838963786397561,0.6614238410596026,0.6110361325252248
ml-1m,16,4,15,0.641268924691938,0.7466887417218543,0.6780554530388918
ml-1m,16,4,20,0.6713064274572114,0.793046357615894,0.7148464812612758
ml-1m,16,4,25,0.6926421472583667,0.8245033112582781,0.7405088891554268
ml-1m,16,4,30,0.7083361525256637,0.8534768211920529,0.7613154402006304
ml-1m,16,4,35,0.7137060496360491,0.8642384105960265,0.7692440400529578
ml-1m,16,4,5,0.5209988962472406,0.5637417218543046,0.5357780142962262
ml-1m,16,4,10,0.6357960816777042,0.7102649006622517,0.6623249606462014
ml-1m,16,4,15,0.6938634833709337,0.7947019867549668,0.7306493307341442
ml-1m,16,4,20,0.7301140989767061,0.8501655629139073,0.7741532684922285
ml-1m,16,4,25,0.7436034603906504,0.8766556291390728,0.7931197283136001
ml-1m,16,4,30,0.7584445608093314,0.902317880794702,0.8120193959684903
ml-1m,16,4,35,0.7649318651961047,0.9172185430463576,0.8214793848988176
ml-1m,16,4,5,0.4630794701986754,0.4975165562913907,0.4747575685903501
ml-1m,16,4,10,0.5874615657521287,0.6614238410596026,0.6130258768089893
ml-1m,16,4,15,0.6545144264308171,0.7557947019867549,0.6899380098657235
ml-1m,16,4,20,0.6821947368304984,0.7988410596026491,0.7236065304799321
ml-1m,16,4,25,0.7047003830568904,0.8327814569536424,0.7509240820666038
ml-1m,16,4,30,0.7213698599120804,0.8609271523178808,0.7717162704422181
ml-1m,16,4,35,0.7365116797718024,0.8849337748344371,0.7905613970243164
ml-1m,16,4,5,0.4498344370860927,0.4908940397350993,0.4636904761904762
ml-1m,16,4,10,0.5827528776411226,0.6572847682119205,0.6094088705466286
ml-1m,16,4,15,0.6496145755458669,0.7458609271523179,0.6843533579561337
ml-1m,16,4,20,0.6906107445988631,0.8054635761589404,0.7324136751894078
ml-1m,16,4,25,0.7144407604679553,0.8418874172185431,0.7607620292974361
ml-1m,16,4,30,0.7326305326252979,0.8692052980132451,0.7823854526689945
ml-1m,16,4,35,0.7477619956315391,0.8940397350993378,0.8011992481008109
ml-1m,16,4,5,0.4989238410596027,0.5455298013245033,0.514478214022916
ml-1m,16,4,10,0.6167267817723115,0.7061258278145696,0.6478865131049101
ml-1m,16,4,15,0.6797590470603715,0.7963576158940397,0.7216581168594076
ml-1m,16,4,20,0.7104946850399957,0.8385761589403974,0.7575224929992147
ml-1m,16,4,25,0.7354487612181613,0.875,0.7873908279544837
ml-1m,16,4,30,0.7450957945205692,0.8915562913907285,0.7997503195345008
ml-1m,16,4,35,0.7506818629429701,0.9014900662251656,0.8073156857158809
ml-1m,16,4,5,0.4978476821192053,0.5372516556291391,0.5111919215809944
ml-1m,16,4,10,0.6262489488068959,0.7077814569536424,0.654071522556135
ml-1m,16,4,15,0.6755883258573656,0.7798013245033113,0.7122958606780158
ml-1m,16,4,20,0.7160328966930788,0.8402317880794702,0.7606463751458773
ml-1m,16,4,25,0.7308112944543533,0.8683774834437086,0.7810823907483971
ml-1m,16,4,30,0.7370406899668696,0.8832781456953642,0.7909136828922579
ml-1m,16,4,35,0.7507909974301223,0.9056291390728476,0.8086111219341023
ml-1m,32,4,5,0.5342163355408388,0.5852649006622517,0.5519473352254809
ml-1m,32,4,10,0.6369461526332387,0.7268211920529801,0.6691455577901461
ml-1m,32,4,15,0.6843476358997882,0.7988410596026491,0.7253665211744956
ml-1m,32,4,20,0.7123560133898206,0.8427152317880795,0.7600527798160716
ml-1m,32,4,25,0.734955827273071,0.8791390728476821,0.7881884540970855
ml-1m,32,4,30,0.7435876229670682,0.8998344370860927,0.8013541464034694
ml-1m,32,4,35,0.7500000181152592,0.9147350993377484,0.8109739711003486
ml-1m,32,4,5,0.4917632450331125,0.5504966887417219,0.5120440449910648
ml-1m,32,4,10,0.6108778776411227,0.7094370860927153,0.6454742209527773
ml-1m,32,4,15,0.6620727667292237,0.7855960264900662,0.7054281493272746
ml-1m,32,4,20,0.6928109483037415,0.831953642384106,0.7420100630897666
ml-1m,32,4,25,0.7198599130026939,0.8700331125827815,0.7740204711359551
ml-1m,32,4,30,0.7333118296587304,0.8932119205298014,0.7918544480161366
ml-1m,32,4,35,0.7420748089133725,0.9105960264900662,0.8040503251401322
ml-1m,32,4,5,0.4965921633554084,0.543046357615894,0.512202380952381
ml-1m,32,4,10,0.6316570088300222,0.7160596026490066,0.6610210316238754
ml-1m,32,4,15,0.685237054152617,0.7963576158940397,0.7249266269606396
ml-1m,32,4,20,0.7188594184972495,0.8460264900662252,0.7651968566958809
ml-1m,32,4,25,0.7376097452226515,0.8799668874172185,0.7899271382680743
ml-1m,32,4,30,0.7506084417892769,0.8998344370860927,0.8058474945427646
ml-1m,32,4,35,0.7606379017776717,0.9155629139072848,0.8185327165705998
ml-1m,32,4,5,0.5499172185430464,0.6076158940397351,0.5693268422159151
ml-1m,32,4,10,0.6480050325869862,0.7450331125827815,0.6822672358404859
ml-1m,32,4,15,0.6945936421929799,0.8129139072847682,0.7380846286481805
ml-1m,32,4,20,0.7208083336829326,0.8526490066225165,0.7701922913917856
ml-1m,32,4,25,0.7385382619055999,0.8824503311258278,0.7920342122497048
ml-1m,32,4,30,0.7509683435201668,0.906456953642384,0.809201450535819
ml-1m,32,4,35,0.7612041464806624,0.9238410596026492,0.8225613161161132
ml-1m,32,4,5,0.6682671081677704,0.7359271523178808,0.6919182960159781
ml-1m,32,4,10,0.7557234179543781,0.8567880794701986,0.7931894437782686
ml-1m,32,4,15,0.78579066720623,0.913907284768212,0.8333450766846717
ml-1m,32,4,20,0.7973434613256467,0.9437086092715232,0.8520783062654784
ml-1m,32,4,25,0.8016217392323063,0.9652317880794702,0.8629767060195567
ml-1m,32,4,30,0.7978002910518924,0.9751655629139072,0.8646792534419262
ml-1m,32,4,35,0.7960162888448787,0.9793046357615894,0.8658608215385145
ml-1m,32,4,5,0.5078504415011038,0.5637417218543046,0.5273474456007569
ml-1m,32,4,10,0.6247079654157468,0.7127483443708609,0.6567989927192251
ml-1m,32,4,15,0.6695004360981183,0.7806291390728477,0.7103538820488756
ml-1m,32,4,20,0.7001598345882709,0.8261589403973509,0.7469643097201064
ml-1m,32,4,25,0.7092492149642918,0.8501655629139073,0.7616159875866123
ml-1m,32,4,30,0.7238797384619178,0.8758278145695364,0.7805911577448991
ml-1m,32,4,35,0.7362837370066313,0.8956953642384106,0.7962460488305356
ml-1m,32,4,5,0.6082919426048564,0.6763245033112583,0.6318202722590139
ml-1m,32,4,10,0.6916817775675391,0.7988410596026491,0.7301664154038291
ml-1m,32,4,15,0.7338319195521182,0.8567880794701986,0.7791892930697599
ml-1m,32,4,20,0.7490632812401197,0.8857615894039735,0.8003412900408965
ml-1m,32,4,25,0.7596086104453282,0.9072847682119204,0.8155655094875169
ml-1m,32,4,30,0.7617745276989449,0.9197019867549668,0.8218827124633593
ml-1m,32,4,35,0.7655600521930618,0.9304635761589404,0.8285887926636841
ml-1m,32,4,5,0.5039735099337748,0.5645695364238411,0.5245217071376012
ml-1m,32,4,10,0.624374868600862,0.7301324503311258,0.6612272594402819
ml-1m,32,4,15,0.6706117534966873,0.7971854304635762,0.7166303394814252
ml-1m,32,4,20,0.7068258517226184,0.8468543046357616,0.7580228643459112
ml-1m,32,4,25,0.7283939790731402,0.8783112582781457,0.7839324680628246
ml-1m,32,4,30,0.7385939160943568,0.8940397350993378,0.7969492203293776
ml-1m,32,4,35,0.7429017244815471,0.9122516556291392,0.8062895796764744
ml-1m,32,4,5,0.6607753863134658,0.7334437086092715,0.6857537054556923
ml-1m,32,4,10,0.7488446730789446,0.8658940397350994,0.790987127122963
ml-1m,32,4,15,0.7707848833469695,0.9155629139072848,0.8233212395057083
ml-1m,32,4,20,0.7860969792851609,0.9461920529801324,0.8452529615155484
ml-1m,32,4,25,0.7879410592853495,0.9602649006622516,0.852570647427515
ml-1m,32,4,30,0.7944098895009022,0.9701986754966888,0.8614612478571857
ml-1m,32,4,35,0.7941111804074082,0.9751655629139072,0.8638726603372531
ml-1m,32,4,5,0.5293184326710816,0.5844370860927153,0.548689950593924
ml-1m,32,4,10,0.6420112609061285,0.7350993377483444,0.675422021897723
ml-1m,32,4,15,0.7023493453750077,0.8195364238410596,0.7447030116344437
ml-1m,32,4,20,0.7416843218380763,0.8725165562913907,0.7898534731593905
ml-1m,32,4,25,0.7601743561628709,0.8981788079470199,0.8119704970571068
ml-1m,32,4,30,0.766957208563845,0.9155629139072848,0.8230424838953426
ml-1m,32,4,35,0.7775271721884104,0.9329470198675496,0.8368217484202992
ml-1m,64,4,5,0.6600165562913907,0.7450331125827815,0.6895590244927994
ml-1m,64,4,10,0.7158519920109324,0.8700331125827815,0.7713878247163185
ml-1m,64,4,15,0.7254228640197183,0.9056291390728476,0.7908840645974164
ml-1m,64,4,20,0.7286048727337004,0.9230132450331126,0.7990268832706028
ml-1m,64,4,25,0.7332721704819118,0.933774834437086,0.8068614687843253
ml-1m,64,4,30,0.7363508194135788,0.9445364238410596,0.8131274243399522
ml-1m,64,4,35,0.7349845252957256,0.9511589403973508,0.8148857965323062
ml-1m,64,4,5,0.6447433774834437,0.7301324503311258,0.6746333964049195
ml-1m,64,4,10,0.7293181041732366,0.8509933774834437,0.7734328237756749
ml-1m,64,4,15,0.737886977353037,0.8899006622516556,0.7936114571707981
ml-1m,64,4,20,0.7504952446000771,0.9246688741721856,0.8147591138759696
ml-1m,64,4,25,0.7521999811347534,0.941225165562914,0.8223890086922054
ml-1m,64,4,30,0.753558880124822,0.9544701986754968,0.8279485211577579
ml-1m,64,4,35,0.7542781151424818,0.9644039735099338,0.8321309298626014
ml-1m,64,4,5,0.6183360927152317,0.6870860927152318,0.642372280037843
ml-1m,64,4,10,0.7112007910228109,0.8203642384105959,0.7502217447505442
ml-1m,64,4,15,0.7507118823964849,0.8849337748344371,0.7989369267728433
ml-1m,64,4,20,0.7633317274234444,0.9172185430463576,0.8201967290055403
ml-1m,64,4,25,0.7738956030159189,0.9370860927152318,0.8351160111376874
ml-1m,64,4,30,0.7795629623634329,0.9503311258278144,0.8440867414711978
ml-1m,64,4,35,0.7789910271063236,0.9594370860927152,0.8474122339809994
ml-1m,64,4,5,0.6121274834437086,0.7102649006622517,0.6459102018290761
ml-1m,64,4,10,0.6975990092504993,0.8418874172185431,0.7488268086394226
ml-1m,64,4,15,0.7487895773284846,0.9097682119205298,0.8073498400271594
ml-1m,64,4,20,0.7633105258031254,0.9387417218543046,0.8282524908667741
ml-1m,64,4,25,0.776277437977231,0.9586092715231788,0.8445264783926293
ml-1m,64,4,30,0.7775123425356881,0.9693708609271524,0.8498112168912766
ml-1m,64,4,35,0.7768620980753718,0.9743377483443708,0.8516337589040249
ml-1m,64,4,5,0.5944674392935984,0.6548013245033113,0.6155083832650058
ml-1m,64,4,10,0.7042606170503521,0.8013245033112583,0.7393671608419009
ml-1m,64,4,15,0.7502942100210312,0.8675496688741722,0.7930384403003289
ml-1m,64,4,20,0.7701603970984251,0.9072847682119204,0.8211415005762545
ml-1m,64,4,25,0.7782215820342158,0.9238410596026492,0.8330799183299004
ml-1m,64,4,30,0.7808900256545671,0.9387417218543046,0.8401587684196731
ml-1m,64,4,35,0.7847679546126534,0.9503311258278144,0.8473502627566555
ml-1m,64,4,5,0.6943018763796911,0.7723509933774835,0.7220178965625986
ml-1m,64,4,10,0.7585550693787448,0.8832781456953642,0.8043868191105136
ml-1m,64,4,15,0.7789849843864745,0.9205298013245032,0.8318751729654339
ml-1m,64,4,20,0.7848578418986227,0.9478476821192052,0.8454888124204124
ml-1m,64,4,25,0.7856191280826907,0.9602649006622516,0.8512161004777113
ml-1m,64,4,30,0.7850802123056361,0.9693708609271524,0.8542547058439484
ml-1m,64,4,35,0.78240406289122,0.972682119205298,0.8541033815305065
ml-1m,64,4,5,0.5665424944812363,0.6423841059602649,0.5916890045201303
ml-1m,64,4,10,0.6399781877430885,0.7624172185430463,0.6827008735853025
ml-1m,64,4,15,0.6699253721811669,0.8195364238410596,0.7222183287074355
ml-1m,64,4,20,0.6843797745624512,0.8534768211920529,0.7440984100288829
ml-1m,64,4,25,0.6977731721217362,0.8791390728476821,0.7626471027552502
ml-1m,64,4,30,0.7025142630421026,0.8973509933774835,0.7724283448892137
ml-1m,64,4,35,0.7046835622887185,0.9122516556291392,0.7787827685579192
ml-1m,64,4,5,0.6853752759381898,0.7715231788079471,0.7148934352990644
ml-1m,64,4,10,0.7591693603489962,0.8899006622516556,0.8059689485476423
ml-1m,64,4,15,0.7776605132358444,0.9254966887417221,0.8325428096109814
ml-1m,64,4,20,0.786167770140492,0.9461920529801324,0.8462244385729257
ml-1m,64,4,25,0.7866579280463053,0.9577814569536424,0.8513860402310776
ml-1m,64,4,30,0.7860349344817952,0.9677152317880796,0.8554342469560462
ml-1m,64,4,35,0.7874803020295057,0.9735099337748344,0.8586865533877718
ml-1m,64,4,5,0.6119481236203089,0.6713576158940397,0.6329969515399979
ml-1m,64,4,10,0.7110546094817618,0.8079470198675497,0.7468386780055761
ml-1m,64,4,15,0.7410729033659498,0.8617549668874173,0.7859473896561369
ml-1m,64,4,20,0.7565340054793107,0.8990066225165563,0.8100619222415185
ml-1m,64,4,25,0.7642268344947644,0.9263245033112584,0.8245958116723525
ml-1m,64,4,30,0.7692598702507187,0.9420529801324504,0.8346504236254083
ml-1m,64,4,35,0.7732038076802834,0.9552980132450332,0.8423004422695669
ml-1m,64,4,5,0.6286699779249448,0.6961920529801324,0.6515781036476401
ml-1m,64,4,10,0.7109997503416378,0.8129139072847682,0.7475232412997032
ml-1m,64,4,15,0.7492758345407352,0.8692052980132451,0.7934294283150898
ml-1m,64,4,20,0.7694133962845326,0.9056291390728476,0.8207193799551833
ml-1m,64,4,25,0.7753520288381881,0.9263245033112584,0.8320299415331495
ml-1m,64,4,30,0.7845231438531276,0.9461920529801324,0.8455709980953613
ml-1m,64,4,35,0.7897243309009132,0.961092715231788,0.8543437878262163
ml-1m,128,4,5,0.6905353200883002,0.7723509933774835,0.7189411857458216
ml-1m,128,4,10,0.7568711894249973,0.8774834437086093,0.8007947004448654
ml-1m,128,4,15,0.7711583968827346,0.9163907284768212,0.8249992634995462
ml-1m,128,4,20,0.7849061197239237,0.945364238410596,0.845120221857637
ml-1m,128,4,25,0.7896806899369806,0.9635761589403974,0.8549199288264734
ml-1m,128,4,30,0.7912119465134929,0.972682119205298,0.8597215646106661
ml-1m,128,4,35,0.7916043197382957,0.9801324503311258,0.8625429791177305
ml-1m,128,4,5,0.6933084988962472,0.7731788079470199,0.7214844160622307
ml-1m,128,4,10,0.7677773178807946,0.8890728476821192,0.8120927302578139
