dataset,batch_size,layer,top-n,precision,recall,f1
ml-1m,32,2,20,0.7100794232252403,0.8385761589403974,0.7580534241955434
ml-1m,32,2,25,0.7303066447893897,0.8692052980132451,0.7824736939828532
ml-1m,32,2,30,0.7454661058109755,0.8940397350993378,0.8012806231732459
ml-1m,32,2,35,0.7466006116026351,0.906456953642384,0.806491380888325
ml-1m,32,2,5,0.5335264900662252,0.5827814569536424,0.5507410911384422
ml-1m,32,2,10,0.6435575002627983,0.7350993377483444,0.6763781848901946
ml-1m,32,2,15,0.6900563013145794,0.8004966887417219,0.7306839145792591
ml-1m,32,2,20,0.7214498520387216,0.847682119205298,0.7681419879488679
ml-1m,32,2,25,0.7433527682265221,0.8832781456953642,0.7953257528229257
ml-1m,32,2,30,0.7529829296615115,0.9048013245033112,0.8093455540636977
ml-1m,32,2,35,0.7606999067811254,0.9205298013245032,0.8203535046136337
ml-1m,32,2,5,0.5149972406181016,0.5687086092715232,0.533628324398192
ml-1m,32,2,10,0.648950449385052,0.7400662251655629,0.6808854135562177
ml-1m,32,2,15,0.6906976347787606,0.8096026490066225,0.7332140584393118
ml-1m,32,2,20,0.7157378923713845,0.8460264900662252,0.7636636074513296
ml-1m,32,2,25,0.7287533760584961,0.8683774834437086,0.7805204607180483
ml-1m,32,2,30,0.7368857781400311,0.8849337748344371,0.7921028128959388
ml-1m,32,2,35,0.7473980598261505,0.902317880794702,0.8053991781146633
ml-1m,32,2,5,0.5551186534216335,0.6084437086092715,0.5736853516240934
ml-1m,32,2,10,0.6484281378114161,0.7433774834437086,0.6829350142239703
ml-1m,32,2,15,0.6910299321723162,0.8087748344370861,0.7341669019730674
ml-1m,32,2,20,0.7221997835983158,0.8518211920529801,0.7708371164072786
ml-1m,32,2,25,0.7370745005832234,0.8783112582781457,0.7903704829744295
ml-1m,32,2,30,0.7498956880476352,0.8998344370860927,0.8073026146349291
ml-1m,32,2,35,0.7663274307832033,0.9230132450331126,0.8265791491722154
ml-1m,32,2,5,0.5165286975717439,0.5720198675496688,0.536097971197309
ml-1m,32,2,10,0.6344498975086724,0.7293046357615894,0.6686461947663074
ml-1m,32,2,15,0.6928316808283695,0.8096026490066225,0.7356507263289876
ml-1m,32,2,20,0.7256840561134817,0.8534768211920529,0.7735294939884824
ml-1m,32,2,25,0.7507796199491852,0.8899006622516556,0.8032706589801278
ml-1m,32,2,30,0.7628499426299509,0.9056291390728476,0.8171942346042685
ml-1m,32,2,35,0.7701098224098032,0.9213576158940396,0.8284100957121089
ml-1m,32,2,5,0.5457229580573951,0.597682119205298,0.5634408178282351
ml-1m,32,2,10,0.6457860296436455,0.7392384105960265,0.6791174297263731
ml-1m,32,2,15,0.6911399421954058,0.8096026490066225,0.7341876461819055
ml-1m,32,2,20,0.7232581206540608,0.8551324503311258,0.7715488145662426
ml-1m,32,2,25,0.7387944550822845,0.8832781456953642,0.7921397569672969
ml-1m,32,2,30,0.7500687822214489,0.9006622516556292,0.8065300515226029
ml-1m,32,2,35,0.7603368893304506,0.9188741721854304,0.8199853899956717
ml-1m,32,2,5,0.5653421633554084,0.6167218543046358,0.5835140071481132
ml-1m,32,2,10,0.674532876064333,0.7649006622516556,0.7064672427675525
ml-1m,32,2,15,0.7109370486026115,0.8236754966887417,0.7521681625742379
ml-1m,32,2,20,0.7365008473403808,0.8650662251655629,0.7837246220800427
ml-1m,32,2,25,0.7505347467841467,0.8948675496688742,0.8031942661958791
ml-1m,32,2,30,0.7631817499288505,0.9163907284768212,0.8196916277574094
ml-1m,32,2,35,0.765432101800393,0.9279801324503312,0.825890126919668
ml-1m,32,2,5,0.5315811258278146,0.5786423841059603,0.5478141753390098
ml-1m,32,2,10,0.6490181199411332,0.7350993377483444,0.6799372035983481
ml-1m,32,2,15,0.6920812470274391,0.8062913907284768,0.7340920358819907
ml-1m,32,2,20,0.7270311701457007,0.8543046357615894,0.7746594964018078
ml-1m,32,2,25,0.7484451515570836,0.8882450331125827,0.8010630041050602
ml-1m,32,2,30,0.7565678227895234,0.9039735099337748,0.812507361866271
ml-1m,32,2,35,0.7630503772899727,0.9188741721854304,0.8217553800141602
ml-1m,32,2,5,0.5343543046357616,0.5927152317880795,0.5540622043519394
ml-1m,32,2,10,0.6321136208346473,0.7392384105960265,0.6699388248183176
ml-1m,32,2,15,0.6734777547691455,0.8029801324503312,0.7201944393455351
ml-1m,32,2,20,0.7137832782256631,0.8559602649006622,0.7654201522778318
ml-1m,32,2,25,0.7281537803523153,0.8807947019867549,0.7845033904086841
ml-1m,32,2,30,0.7387076115799902,0.8998344370860927,0.7985656431890071
ml-1m,32,2,35,0.7411876969886236,0.913907284768212,0.8057947528225327
ml-1m,32,2,5,0.508567880794702,0.5620860927152318,0.5268612687900767
ml-1m,32,2,10,0.6223181435929781,0.722682119205298,0.6576379596088887
ml-1m,32,2,15,0.6681566961368286,0.7905629139072847,0.7125801822435551
ml-1m,32,2,20,0.7034994916398946,0.8352649006622517,0.7518877109255696
ml-1m,32,2,25,0.7317577407355995,0.8733443708609272,0.7843875224377099
ml-1m,32,2,30,0.7418271318462653,0.890728476821192,0.7973673894793266
ml-1m,32,2,35,0.7543283100855614,0.9122516556291392,0.8136303588994812
ml-1m,64,2,5,0.553725165562914,0.6192052980132451,0.5766477451907915
ml-1m,64,2,10,0.6495131661936298,0.7491721854304636,0.6857725738302595
ml-1m,64,2,15,0.6995800901636994,0.8228476821192053,0.7448565904817209
ml-1m,64,2,20,0.7278687008343081,0.8658940397350994,0.779310611582895
ml-1m,64,2,25,0.7474105649505772,0.8965231788079471,0.8037804544708046
ml-1m,64,2,30,0.7575841427592279,0.9172185430463576,0.8184766749148789
ml-1m,64,2,35,0.7609164572901986,0.9304635761589404,0.8254726050191971
ml-1m,64,2,5,0.521978476821192,0.5653973509933775,0.537118285504047
ml-1m,64,2,10,0.6249717491853254,0.7052980132450332,0.6539393616479043
ml-1m,64,2,15,0.6851269292701412,0.7889072847682119,0.7229168682655405
ml-1m,64,2,20,0.7227296605045629,0.8451986754966887,0.7685811460701145
ml-1m,64,2,25,0.7439266303682696,0.8849337748344371,0.7964955351400667
ml-1m,64,2,30,0.7530731529372895,0.9031456953642384,0.8094120313046298
ml-1m,64,2,35,0.7550277720785301,0.9147350993377484,0.8156558318955337
ml-1m,64,2,5,0.5902317880794702,0.6440397350993378,0.6093437927047198
ml-1m,64,2,10,0.6833359613160938,0.777317880794702,0.7173526269638616
ml-1m,64,2,15,0.7215359925210919,0.8352649006622517,0.7635579331831466
ml-1m,64,2,20,0.7449440481929321,0.8807947019867549,0.7949061577727079
ml-1m,64,2,25,0.7549937695922445,0.902317880794702,0.8098191676581158
ml-1m,64,2,30,0.7650926257034858,0.9279801324503312,0.8252374255735454
ml-1m,64,2,35,0.7714770454738693,0.941225165562914,0.834700965244189
ml-1m,64,2,5,0.4825745033112584,0.5223509933774835,0.4961362083464733
ml-1m,64,2,10,0.6031532508146746,0.6903973509933775,0.6336419659096909
ml-1m,64,2,15,0.6560362306016279,0.7748344370860927,0.698115185935171
ml-1m,64,2,20,0.6935276129721251,0.8261589403973509,0.7417112962118955
ml-1m,64,2,25,0.7107185985597837,0.8567880794701986,0.7642538899858716
ml-1m,64,2,30,0.7225786343768189,0.8816225165562914,0.7812911938739934
ml-1m,64,2,35,0.7391464224522333,0.9048013245033112,0.8009690739562242
ml-1m,64,2,5,0.5589403973509934,0.6134105960264901,0.5778750131399139
ml-1m,64,2,10,0.6544728266582572,0.7533112582781457,0.6902122830638608
ml-1m,64,2,15,0.7126016206935081,0.8336092715231788,0.7573651446932681
ml-1m,64,2,20,0.7438740139710707,0.8766556291390728,0.7940650894748944
ml-1m,64,2,25,0.7545006111599025,0.9006622516556292,0.8098740189896074
ml-1m,64,2,30,0.7610507701060734,0.9155629139072848,0.8197588129279879
ml-1m,64,2,35,0.7634012402304986,0.9271523178807948,0.8259939443139399
ml-1m,64,2,5,0.5435844370860927,0.5985099337748344,0.5623955376852728
ml-1m,64,2,10,0.6529035924524335,0.7466887417218543,0.6865949827970309
ml-1m,64,2,15,0.6969113529957901,0.8153973509933775,0.7396202404647204
ml-1m,64,2,20,0.7244353485824176,0.8567880794701986,0.7734341761492096
ml-1m,64,2,25,0.7427246784640988,0.8882450331125827,0.7968588636633224
ml-1m,64,2,30,0.7470117736528253,0.9039735099337748,0.8057680164083474
ml-1m,64,2,35,0.7541204398425682,0.9213576158940396,0.8167745225534983
ml-1m,64,2,5,0.5552014348785872,0.6183774834437086,0.5769512771996215
ml-1m,64,2,10,0.6443908992957006,0.7591059602649006,0.68478626051912
ml-1m,64,2,15,0.6814862106252835,0.8120860927152318,0.7291166284440818
ml-1m,64,2,20,0.7134083271695592,0.8650662251655629,0.7694330678780299
ml-1m,64,2,25,0.7300413265897834,0.8915562913907285,0.7902557268025222
ml-1m,64,2,30,0.7436877467340262,0.9097682119205298,0.8062835973789659
ml-1m,64,2,35,0.7524508726052738,0.9279801324503312,0.8186028085067066
ml-1m,64,2,5,0.5354166666666667,0.5935430463576159,0.5555962892883423
ml-1m,64,2,10,0.6559047487648482,0.7491721854304636,0.6887602165482601
ml-1m,64,2,15,0.6933499631347313,0.8120860927152318,0.7362373431569782
ml-1m,64,2,20,0.7159857022122647,0.8501655629139073,0.765605759040627
ml-1m,64,2,25,0.7342101893221532,0.8799668874172185,0.7886639402036464
ml-1m,64,2,30,0.7445308552167346,0.902317880794702,0.8040038811291663
ml-1m,64,2,35,0.7469661910591112,0.9130794701986756,0.8100749998399097
ml-1m,64,2,5,0.5123896247240618,0.5778145695364238,0.5352024860716914
ml-1m,64,2,10,0.6287231945758436,0.7268211920529801,0.6639146367006171
ml-1m,64,2,15,0.6857297044383137,0.8112582781456954,0.7309595124802759
ml-1m,64,2,20,0.7275839454121047,0.8683774834437086,0.7793460630404635
ml-1m,64,2,25,0.744679781979762,0.8973509933774835,0.8012124244569674
ml-1m,64,2,30,0.7495939829521301,0.9122516556291392,0.8105369218361351
ml-1m,64,2,35,0.755796439539848,0.9279801324503312,0.8206426277719278
ml-1m,64,2,5,0.5616445916114791,0.6175496688741722,0.5812835067801955
ml-1m,64,2,10,0.6572749132765688,0.75,0.6909224449876424
ml-1m,64,2,15,0.7187909450740576,0.8352649006622517,0.7619624168869161
ml-1m,64,2,20,0.7357725348740806,0.8683774834437086,0.7856727044302603
ml-1m,64,2,25,0.7472570913601285,0.8990066225165563,0.8045879426239226
ml-1m,64,2,30,0.7521638909227882,0.9130794701986756,0.8135354304678872
ml-1m,64,2,35,0.7559430859002689,0.9263245033112584,0.820526064337855
ml-1m,128,2,5,0.5731788079470199,0.6556291390728477,0.6014151687164933
ml-1m,128,2,10,0.6576503863134658,0.7781456953642384,0.7000660249091119
ml-1m,128,2,15,0.7000262844219798,0.8485099337748344,0.7530868010942852
ml-1m,128,2,20,0.7184711252325826,0.8824503311258278,0.7778930320328359
ml-1m,128,2,25,0.7292945214162595,0.9072847682119204,0.7941819850507879
ml-1m,128,2,30,0.7387179593403997,0.929635761589404,0.8084361338374669
ml-1m,128,2,35,0.7437524058460186,0.9445364238410596,0.817502773289804
ml-1m,128,2,5,0.6547737306843268,0.7425496688741722,0.6850060443603491
